id,month,abg_sku,combo_code,upc,brand,valid_from,valid_to,description,combo_pack_price,qty_items,qty_value,qty_unit,fline_price,combo_price,total_savings,comments
11936,2026-04,4371240,4371244,85200020553,465980,2026-04-01,2026-04-30,TRIN SWEET VERMOUTH,77.0,4   B,4.0,B,14.5,11.27,22.0,"CONTAINS: 2BTL 750ML DRY VERMOUTH, 4BTL 750ML SWEET VERMOUT"
11937,2026-04,4371340,4371244,85200020546,465981,2026-04-01,2026-04-30,TRIN DRY VERMOUTH,77.0,2   B,2.0,B,14.5,11.27,22.0,"CONTAINS: 2BTL 750ML DRY VERMOUTH, 4BTL 750ML SWEET VERMOUT"
11938,2026-04,4409020,4409042,850059701027,698064,2026-04-01,2026-04-30,WEBER RAN 1902 VOD,123.09,1   B,1.0,B,56.09,48.15,20.27,CONTAINS: WEBER RANCH VODKA 3BTL-750ML & 1BTL-1.75 4PK
11939,2026-04,4409040,4409042,850059701003,698064,2026-04-01,2026-04-30,WEBER RAN VOD 1902,123.09,3   B,3.0,B,29.09,24.97,20.27,CONTAINS: WEBER RANCH VODKA 3BTL-750ML & 1BTL-1.75 4PK
11940,2026-04,4415940,4416148,98652190064,749691,2026-04-01,2026-04-30,CLINE CLASS CHARD 23,296.16,1   C,1.0,C,12.75,7.66,196.81,"CONTAINS: 1C 750ML EACH CLINE SAUV BLANC, CHARD, P NOIR"
11941,2026-04,4416141,4416148,98652210021,685366,2026-04-01,2026-04-30,CLINE CLASS SV BL 23,296.16,1   C,1.0,C,12.75,7.66,196.81,"CONTAINS: 1C 750ML EACH CLINE SAUV BLANC, CHARD, P NOIR"
11942,2026-04,4416647,4416148,95941079,685349,2026-04-01,2026-04-30,CLINE CLASS P NOIR21,296.16,1   C,1.0,C,15.58,9.36,196.81,"CONTAINS: 1C 750ML EACH CLINE SAUV BLANC, CHARD, P NOIR"
11943,2026-04,4415947,4416149,98652190064,749691,2026-04-01,2026-04-30,CLINE CLASS CHARD 21,296.16,1   C,1.0,C,12.75,7.66,196.81,"CONTAINS: 1C 750ML EACH CLINE SAUV BLANC, CHARD, CAB SAUV"
11944,2026-04,4416147,4416149,98652210021,685366,2026-04-01,2026-04-30,CLINE CLASS SV BL 22,296.16,1   C,1.0,C,12.75,7.66,196.81,"CONTAINS: 1C 750ML EACH CLINE SAUV BLANC, CHARD, CAB SAUV"
11945,2026-04,4417147,4416149,98652850159,616117,2026-04-01,2026-04-30,CLINE CLASS CAB 21,296.16,1   C,1.0,C,15.58,9.36,196.81,"CONTAINS: 1C 750ML EACH CLINE SAUV BLANC, CHARD, CAB SAUV"
11946,2026-04,4415940,4416648,98652190064,749691,2026-04-01,2026-04-30,CLINE CLASS CHARD 23,483.99,1   C,1.0,C,12.75,7.52,335.96,"CONTAINS: 1C 750ML EA P NOIR, CAB, CHARD, SAUV BLANC, ZINF"
11947,2026-04,4416141,4416648,98652210021,685366,2026-04-01,2026-04-30,CLINE CLASS SV BL 23,483.99,1   C,1.0,C,12.75,7.52,335.96,"CONTAINS: 1C 750ML EA P NOIR, CAB, CHARD, SAUV BLANC, ZINF"
11948,2026-04,4416441,4416648,98652350024,663146,2026-04-01,2026-04-30,CLINE CA ZN LODI 23,483.99,1   C,1.0,C,11.67,6.88,335.96,"CONTAINS: 1C 750ML EA P NOIR, CAB, CHARD, SAUV BLANC, ZINF"
11949,2026-04,4416647,4416648,95941079,685349,2026-04-01,2026-04-30,CLINE CLASS P NOIR21,483.99,1   C,1.0,C,15.58,9.19,335.96,"CONTAINS: 1C 750ML EA P NOIR, CAB, CHARD, SAUV BLANC, ZINF"
11950,2026-04,4417148,4416648,111007366,747468,2026-04-01,2026-04-30,CLINE CLASS CAB 22,483.99,1   C,1.0,C,15.58,9.19,335.96,"CONTAINS: 1C 750ML EA P NOIR, CAB, CHARD, SAUV BLANC, ZINF"
11951,2026-04,4415947,4417144,98652190064,749691,2026-04-01,2026-04-30,CLINE CLASS CHARD 21,344.16,1   C,1.0,C,12.75,8.32,182.81,"CONTAINS: 1C 750ML EACH CLINE CAB SAUV, P NOIR, CHARD"
11952,2026-04,4416647,4417144,95941079,685349,2026-04-01,2026-04-30,CLINE CLASS P NOIR21,344.16,1   C,1.0,C,15.58,10.17,182.81,"CONTAINS: 1C 750ML EACH CLINE CAB SAUV, P NOIR, CHARD"
11953,2026-04,4417142,4417144,98652850159,616117,2026-04-01,2026-04-30,CLINE CLASS CAB 20,344.16,1   C,1.0,C,15.58,10.17,182.81,"CONTAINS: 1C 750ML EACH CLINE CAB SAUV, P NOIR, CHARD"
11954,2026-04,4416147,4417145,98652210021,685366,2026-04-01,2026-04-30,CLINE CLASS SV BL 22,344.16,1   C,1.0,C,12.75,8.32,182.81,"CONTAINS: 1C 750ML EACH CLINE CAB SAUV, P NOIR, SAUV BLANC"
11955,2026-04,4416647,4417145,95941079,685349,2026-04-01,2026-04-30,CLINE CLASS P NOIR21,344.16,1   C,1.0,C,15.58,10.17,182.81,"CONTAINS: 1C 750ML EACH CLINE CAB SAUV, P NOIR, SAUV BLANC"
11956,2026-04,4417147,4417145,98652850159,616117,2026-04-01,2026-04-30,CLINE CLASS CAB 21,344.16,1   C,1.0,C,15.58,10.17,182.81,"CONTAINS: 1C 750ML EACH CLINE CAB SAUV, P NOIR, SAUV BLANC"
11957,2026-04,3326000,4462443,39295006589,559670,2026-04-01,2026-04-30,PROUD CNTRY BIB CHAB,137.0,1   C,1.0,C,52.0,34.25,71.0,CONTAINS: 1C EACH 750ML CLINE 7 MERLOT & 18L PROUD CHABLIS
11958,2026-04,4462444,4462443,95940323,685340,2026-04-01,2026-04-30,CLINE 7 RANCH MER 23,137.0,1   C,1.0,C,13.0,8.56,71.0,CONTAINS: 1C EACH 750ML CLINE 7 MERLOT & 18L PROUD CHABLIS
11959,2026-04,4507140,4507143,839552000554,503921,2026-04-01,2026-04-30,VAL D'OCA EX DRY DOC,336.29,2   C,2.0,C,12.66,9.34,119.47,CONTAINS: 2CS 750ML EX DRY DOC/1CS 750ML PROSECCO ROSE
11960,2026-04,4507443,4507143,839552000615,546241,2026-04-01,2026-04-30,VAL D'OCA PRO ROSE24,336.29,1   C,1.0,C,12.66,9.34,119.47,CONTAINS: 2CS 750ML EX DRY DOC/1CS 750ML PROSECCO ROSE
11961,2026-04,4507140,4507144,839552000554,503921,2026-04-01,2026-04-30,VAL D'OCA EX DRY DOC,151.92,1   C,1.0,C,12.66,9.49,50.64,CONTAINS: 1CS 750ML EX DRY DOC & 4BTL 750ML RS MILLESIMATO
11962,2026-04,4507443,4507144,839552000615,546241,2026-04-01,2026-04-30,VAL D'OCA PRO ROSE24,151.92,4   B,4.0,B,12.66,9.49,50.64,CONTAINS: 1CS 750ML EX DRY DOC & 4BTL 750ML RS MILLESIMATO
11963,2026-04,4525140,4525141,66045752980,669691,2026-04-01,2026-04-30,ALMA DELJAGUAR BL 6P,164.0,2   B,2.0,B,47.09,38.16,38.36,CONTAINS: ALMA DEL JAGUAR-750ML 2BLT-EACH BLANCO & REPO 4PK
11964,2026-04,4525240,4525141,66045764086,669692,2026-04-01,2026-04-30,ALMA DELJAGUAR REP6P,164.0,2   B,2.0,B,54.09,43.83,38.36,CONTAINS: ALMA DEL JAGUAR-750ML 2BLT-EACH BLANCO & REPO 4PK
11965,2026-04,4525140,4525144,66045752980,669691,2026-04-01,2026-04-30,ALMA DELJAGUAR BL 6P,280.54,2   B,2.0,B,47.09,38.79,60.0,"CONTAINS: 2BTLS-750ML EACH BLANCO, REPOSADO & ANEJO 6PK"
11966,2026-04,4525240,4525144,66045764086,669692,2026-04-01,2026-04-30,ALMA DELJAGUAR REP6P,280.54,2   B,2.0,B,54.09,44.55,60.0,"CONTAINS: 2BTLS-750ML EACH BLANCO, REPOSADO & ANEJO 6PK"
11967,2026-04,4525440,4525144,66045763889,669693,2026-04-01,2026-04-30,ALMA DEL JAGU ANEJ6P,280.54,2   B,2.0,B,69.09,56.91,60.0,"CONTAINS: 2BTLS-750ML EACH BLANCO, REPOSADO & ANEJO 6PK"
11968,2026-04,4530040,4530241,0,606616,2026-04-01,2026-04-30,NINTH WAVE IR GIN 6P,307.08,3   B,3.0,B,23.09,20.13,45.0,"CONTAINS: 3B EA-750 HINCH 5Y,10,POT+NINTH WAVE GIN"
11969,2026-04,4530140,4530241,0,606619,2026-04-01,2026-04-30,HINCH 10Y IR WSK 6P,307.08,3   B,3.0,B,38.09,33.22,45.0,"CONTAINS: 3B EA-750 HINCH 5Y,10,POT+NINTH WAVE GIN"
11970,2026-04,4530240,4530241,0,606621,2026-04-01,2026-04-30,HINCH 5Y IR WHSK 6P,307.08,3   B,3.0,B,28.09,24.5,45.0,"CONTAINS: 3B EA-750 HINCH 5Y,10,POT+NINTH WAVE GIN"
11971,2026-04,4530340,4530241,0,606618,2026-04-01,2026-04-30,HINCH POT STIL WSK6P,307.08,3   B,3.0,B,28.09,24.5,45.0,"CONTAINS: 3B EA-750 HINCH 5Y,10,POT+NINTH WAVE GIN"
11972,2026-04,4540340,4540043,96749006014,769259,2026-04-01,2026-04-30,H HILL G2G RYE SBS6P,525.0,2   B,2.0,B,97.49,87.49,59.94,"CONTAINS: 2B 700ML EA HEAVEN HILL G2G SBS BRBN,RYE &WHEATED"
11973,2026-04,4540440,4540043,96749005994,769258,2026-04-01,2026-04-30,H HILL G2G BBN SBS6P,525.0,2   B,2.0,B,97.49,87.49,59.94,"CONTAINS: 2B 700ML EA HEAVEN HILL G2G SBS BRBN,RYE &WHEATED"
11974,2026-04,4540540,4540043,96749006007,769257,2026-04-01,2026-04-30,H HILL G2G WHT SBS6P,525.0,2   B,2.0,B,97.49,87.49,59.94,"CONTAINS: 2B 700ML EA HEAVEN HILL G2G SBS BRBN,RYE &WHEATED"
11975,2026-04,4563140,4563141,851738004002,354601,2026-04-01,2026-04-30,SUERTE BLANCO  6P,151.0,3   B,3.0,B,27.08,22.39,31.61,CONTAINS: 3BTL EACH 750ML BLANCO & REPOSADO
11976,2026-04,4563240,4563141,851738004019,354602,2026-04-01,2026-04-30,SUERTE REPOSADO 6P,151.0,3   B,3.0,B,33.79,27.94,31.61,CONTAINS: 3BTL EACH 750ML BLANCO & REPOSADO
11977,2026-04,4563040,4563341,851738004187,685779,2026-04-01,2026-04-30,SUERTE STILL STRE 6P,208.08,3   B,3.0,B,45.18,34.68,63.0,CONTAINS: 3BTL 750ML EA BLANCO & ANEJO
11978,2026-04,4563340,4563341,851738004033,354603,2026-04-01,2026-04-30,SUERTE ANEJO 6P,208.08,3   B,3.0,B,45.18,34.68,63.0,CONTAINS: 3BTL 750ML EA BLANCO & ANEJO
11979,2026-04,4812341,4812342,111067104,487351,2026-04-01,2026-04-30,ROUND PD KK CAB 21,479.0,1   C,1.0,C,40.0,35.09,67.0,CONTAINS: ROUND PD KIT&KIN:1CASE KITH CAB & 3BTS KIN CHARD
11980,2026-04,4812642,4812342,856246002045,558583,2026-04-01,2026-04-30,ROUND PND CHD N KK22,479.0,3   B,3.0,B,22.0,19.3,67.0,CONTAINS: ROUND PD KIT&KIN:1CASE KITH CAB & 3BTS KIN CHARD
11981,2026-04,5067030,5067034,728817199112,396995,2026-04-01,2026-04-30,GEKKEIKAN SAKE,233.99,2   C,2.0,C,12.0,9.0,78.01,CONTAINS: 2 CASES EACH GEKKEIKAN TRADITIONAL 1.5L & 750MLS
11982,2026-04,5067060,5067034,728817199129,396995,2026-04-01,2026-04-30,GEKKEIKAN SAKE,233.99,2   C,2.0,C,7.0,5.25,78.01,CONTAINS: 2 CASES EACH GEKKEIKAN TRADITIONAL 1.5L & 750MLS
11983,2026-04,5085040,5085044,90791960,435044,2026-04-01,2026-04-30,REDEMP RYE,144.0,3   B,3.0,B,27.09,23.99,18.54,CONTAINS: 3BTLS-750ML EACH HIGH RYE & RYE 6PK
11984,2026-04,5085540,5085044,90787106,560529,2026-04-01,2026-04-30,REDEMP HIGH BBN,144.0,3   B,3.0,B,27.09,23.99,18.54,CONTAINS: 3BTLS-750ML EACH HIGH RYE & RYE 6PK
11985,2026-04,5085040,5085542,90791960,435044,2026-04-01,2026-04-30,REDEMP RYE,264.0,6   B,6.0,B,27.09,21.99,61.08,CONTAINS: 6BTLS-750ML EACH HIGH RYE & RYE 12P
11986,2026-04,5085540,5085542,90787106,560529,2026-04-01,2026-04-30,REDEMP HIGH BBN,264.0,6   B,6.0,B,27.09,21.99,61.08,CONTAINS: 6BTLS-750ML EACH HIGH RYE & RYE 12P
11987,2026-04,5085540,5085644,90787106,560529,2026-04-01,2026-04-30,REDEMP HIGH BBN,264.0,6   B,6.0,B,27.09,21.99,61.08,CONTAINS: REDEMPTION-750ML 6BTL-BOURBON & 6BTL-HIGH RYE 12P
11988,2026-04,5085640,5085644,90793511,435050,2026-04-01,2026-04-30,REDEMP STRAIT BBN,264.0,6   B,6.0,B,27.09,21.99,61.08,CONTAINS: REDEMPTION-750ML 6BTL-BOURBON & 6BTL-HIGH RYE 12P
11989,2026-04,5085040,5085645,90791960,435044,2026-04-01,2026-04-30,REDEMP RYE,264.0,6   B,6.0,B,27.09,21.99,61.08,CONTAINS: REDEMPTION-750ML 6BTL-BOURBON & 6BTL- RYE 12PK
11990,2026-04,5085640,5085645,90793511,435050,2026-04-01,2026-04-30,REDEMP STRAIT BBN,264.0,6   B,6.0,B,27.09,21.99,61.08,CONTAINS: REDEMPTION-750ML 6BTL-BOURBON & 6BTL- RYE 12PK
11991,2026-04,5085540,5085647,90787106,560529,2026-04-01,2026-04-30,REDEMP HIGH BBN,144.0,3   B,3.0,B,27.09,23.99,18.54,CONTAINS: REDEMPTION 3BTL-750ML EA STGHT BRBN & HIGH RYE 6P
11992,2026-04,5085640,5085647,90793511,435050,2026-04-01,2026-04-30,REDEMP STRAIT BBN,144.0,3   B,3.0,B,27.09,23.99,18.54,CONTAINS: REDEMPTION 3BTL-750ML EA STGHT BRBN & HIGH RYE 6P
11993,2026-04,5085040,5085648,90791960,435044,2026-04-01,2026-04-30,REDEMP RYE,144.0,3   B,3.0,B,27.09,23.99,18.54,CONTAINS: REDEMPTION-750ML 3BTL EA STRAIGHT BRBN & RYE 6PK
11994,2026-04,5085640,5085648,90793511,435050,2026-04-01,2026-04-30,REDEMP STRAIT BBN,144.0,3   B,3.0,B,27.09,23.99,18.54,CONTAINS: REDEMPTION-750ML 3BTL EA STRAIGHT BRBN & RYE 6PK
11995,2026-04,5372040,5372041,860003683606,761286,2026-04-01,2026-04-30,WILD COMMON BLANCO6P,95.0,1   B,1.0,B,49.0,43.91,11.0,CONTAINS: 1B 750ML EACH WILD COMMON BLANCO & REPOSADO
11996,2026-04,5372140,5372041,860003683682,761280,2026-04-01,2026-04-30,WILD COMMON REPO 6P,95.0,1   B,1.0,B,57.0,51.08,11.0,CONTAINS: 1B 750ML EACH WILD COMMON BLANCO & REPOSADO
11997,2026-04,5372040,5372042,860003683606,761286,2026-04-01,2026-04-30,WILD COMMON BLANCO6P,306.0,2   B,2.0,B,49.0,43.84,36.0,CONTAINS: 2B 750ML EA WILD COMMON BLANCO/REPO/STILL STRNGTH
11998,2026-04,5372140,5372042,860003683682,761280,2026-04-01,2026-04-30,WILD COMMON REPO 6P,306.0,2   B,2.0,B,57.0,50.99,36.0,CONTAINS: 2B 750ML EA WILD COMMON BLANCO/REPO/STILL STRNGTH
11999,2026-04,5372240,5372042,860008776907,761279,2026-04-01,2026-04-30,WILD COMMON SS BL 6P,306.0,2   B,2.0,B,65.0,58.15,36.0,CONTAINS: 2B 750ML EA WILD COMMON BLANCO/REPO/STILL STRNGTH
12000,2026-04,5374043,5374044,88534001441,203171,2026-04-01,2026-04-30,ST FRANCIS CHAR SN23,815.52,2   C,2.0,C,17.0,15.2,96.48,CONTAINS: CHARD & PINOT NOIR 750ML 2 CS EACH
12001,2026-04,8567249,5374044,88534001373,398961,2026-04-01,2026-04-30,ST FRANCIS SON PN 23,815.52,2   C,2.0,C,21.0,18.77,96.48,CONTAINS: CHARD & PINOT NOIR 750ML 2 CS EACH
12002,2026-04,8657042,5374045,88534001380,202630,2026-04-01,2026-04-30,ST FRANCIS CAB 22,815.52,2   C,2.0,C,21.0,18.77,96.48,"CONTAINS: SAUV BLAN, CABERNET SAUV 750ML 2 CS"
12003,2026-04,9565140,5374045,88534002141,362628,2026-04-01,2026-04-30,ST FRANCIS SAUV BL23,815.52,2   C,2.0,C,17.0,15.2,96.48,"CONTAINS: SAUV BLAN, CABERNET SAUV 750ML 2 CS"
12004,2026-04,5445039,5445044,639754000044,329884,2026-04-01,2026-04-30,RIGHETTI VALPOL 21,235.0,6   B,6.0,B,15.99,13.05,52.88,CONTAINS: 6BTLS EA 750ML RIGHET VALP & LUIGI RIGHET AMARONE
12005,2026-04,5447040,5445044,639754000075,310411,2026-04-01,2026-04-30,RIGHETTI AMARONE 22,235.0,6   B,6.0,B,31.99,26.11,52.88,CONTAINS: 6BTLS EA 750ML RIGHET VALP & LUIGI RIGHET AMARONE
12006,2026-04,5504040,5504041,30427543316,653894,2026-04-01,2026-04-30,CRU SLH PN 21,300.0,1   C,1.0,C,18.0,12.98,116.0,CONTAINS: 1CS EA 750ML CRU SLH PINOT NOIR & CHARDONNAY
12007,2026-04,5504141,5504041,30427212205,653893,2026-04-01,2026-04-30,CRU SLH CHARD 22,300.0,1   C,1.0,C,16.67,12.02,116.0,CONTAINS: 1CS EA 750ML CRU SLH PINOT NOIR & CHARDONNAY
12008,2026-04,5556360,5565017,83120016199,779620,2026-04-01,2026-04-30,FUEL BLUE RAZZ,90.0,1   C,1.0,C,2.92,2.27,25.4,CONTAINS: 1C EA 5L FRANZIA PIN GRIGIO/500ML FUEL BLUE RAZZ
12009,2026-04,5565010,5565017,83120100393,370015,2026-04-01,2026-04-30,FRANZIA PIN GRIG COL,90.0,1   C,1.0,C,20.09,15.66,25.4,CONTAINS: 1C EA 5L FRANZIA PIN GRIGIO/500ML FUEL BLUE RAZZ
12010,2026-04,5556460,5565018,83120016182,779619,2026-04-01,2026-04-30,FUEL CHILI MANGO,90.0,1   C,1.0,C,2.92,2.27,25.4,CONTAINS: 1C EA 5L FRANZIA PIN GRIGIO/500ML FUEL CH MANGO
12011,2026-04,5565010,5565018,83120100393,370015,2026-04-01,2026-04-30,FRANZIA PIN GRIG COL,90.0,1   C,1.0,C,20.09,15.66,25.4,CONTAINS: 1C EA 5L FRANZIA PIN GRIGIO/500ML FUEL CH MANGO
12012,2026-04,5556260,5565019,83120015659,736099,2026-04-01,2026-04-30,FUEL TIGERS BLOOD,90.0,1   C,1.0,C,2.92,2.27,25.4,CONTAINS: 1C EA 5L FRANZIA PIN GRIGIO/500ML FUEL TIGERS BLD
12013,2026-04,5565010,5565019,83120100393,370015,2026-04-01,2026-04-30,FRANZIA PIN GRIG COL,90.0,1   C,1.0,C,20.09,15.66,25.4,CONTAINS: 1C EA 5L FRANZIA PIN GRIGIO/500ML FUEL TIGERS BLD
12014,2026-04,5556160,5565020,83120015628,736097,2026-04-01,2026-04-30,FUEL MARG RUSH,90.0,1   C,1.0,C,2.92,2.27,25.4,CONTAINS: 1C EA 5L FRANZIA PIN GRIGIO/500ML FUEL MARG RUSH
12015,2026-04,5565010,5565020,83120100393,370015,2026-04-01,2026-04-30,FRANZIA PIN GRIG COL,90.0,1   C,1.0,C,20.09,15.66,25.4,CONTAINS: 1C EA 5L FRANZIA PIN GRIGIO/500ML FUEL MARG RUSH
12016,2026-04,5556060,5565022,83120015635,736096,2026-04-01,2026-04-30,FUEL HARD PUNCH,90.0,1   C,1.0,C,2.92,2.27,25.4,CONTAINS: 1C EA 5L FRANZIA PIN GRIGIO/500ML FUEL HARD PUNCH
12017,2026-04,5565010,5565022,83120100393,370015,2026-04-01,2026-04-30,FRANZIA PIN GRIG COL,90.0,1   C,1.0,C,20.09,15.66,25.4,CONTAINS: 1C EA 5L FRANZIA PIN GRIGIO/500ML FUEL HARD PUNCH
12018,2026-04,5611020,5611023,86012500943,503392,2026-04-01,2026-04-30,CK MONDAVI CAB SAUV,73.0,1   C,1.0,C,12.67,10.1,18.56,CONTAINS: 1CS 1.5L CK MON CAB SV & 2BTLS 750 CK MON CAB SV
12019,2026-04,5611040,5611023,86012500936,503392,2026-04-01,2026-04-30,CK MONDAVI CAB SAUV,73.0,2   B,2.0,B,7.78,6.2,18.56,CONTAINS: 1CS 1.5L CK MON CAB SV & 2BTLS 750 CK MON CAB SV
12020,2026-04,5615020,5615021,86012400748,649188,2026-04-01,2026-04-30,CK MONDAVI CHARDNNAY,73.0,1   C,1.0,C,12.67,10.1,18.56,CONTAINS: 1CS 1.5L CK MON CH & 2BTLS  750ML CK MON CH
12021,2026-04,5615040,5615021,86012400731,649188,2026-04-01,2026-04-30,CK MONDAVI CHARDNNAY,73.0,2   B,2.0,B,7.78,6.2,18.56,CONTAINS: 1CS 1.5L CK MON CH & 2BTLS  750ML CK MON CH
12022,2026-04,5643055,5643056,104280548,503392,2026-04-01,2026-04-30,CHAS KRUG CAB NAPA22,375.0,12  B,12.0,B,31.0,29.8,15.0,CONTAINS: 12 BTLS 750ML CABERNET SAUV & 1BTL 750ML SAUV BL
12023,2026-04,5649040,5643056,99998926,649406,2026-04-01,2026-04-30,CHAS KRUG SAUV BLC23,375.0,1   B,1.0,B,18.0,17.3,15.0,CONTAINS: 12 BTLS 750ML CABERNET SAUV & 1BTL 750ML SAUV BL
12024,2026-04,5708040,5708041,850012571964,609077,2026-04-01,2026-04-30,DOUGH BALL WHISKEY6P,162.54,3   B,3.0,B,27.09,27.09,0.0,CONTAINS: 3B 750ML EACH DOUGH BALL WHISKEY & BIRTHDAY CAKE
12025,2026-04,5708140,5708041,850046590092,609077,2026-04-01,2026-04-30,DOUGH BALL CAKE WH6P,162.54,3   B,3.0,B,27.09,27.09,0.0,CONTAINS: 3B 750ML EACH DOUGH BALL WHISKEY & BIRTHDAY CAKE
12026,2026-04,5708040,5708141,850012571964,609077,2026-04-01,2026-04-30,DOUGH BALL WHISKEY6P,125.0,3   B,3.0,B,27.09,16.29,82.81,CONTAINS: 3B 750ML EACH DOUGH BALL WHISKEY/CAKE & CINNABOMB
12027,2026-04,5708140,5708141,850046590092,609077,2026-04-01,2026-04-30,DOUGH BALL CAKE WH6P,125.0,3   B,3.0,B,27.09,16.29,82.81,CONTAINS: 3B 750ML EACH DOUGH BALL WHISKEY/CAKE & CINNABOMB
12028,2026-04,7012040,5708141,103806537,651462,2026-04-01,2026-04-30,CINNABOMB WHISKEY,125.0,3   B,3.0,B,15.09,9.07,82.81,CONTAINS: 3B 750ML EACH DOUGH BALL WHISKEY/CAKE & CINNABOMB
12029,2026-04,5716740,5716742,850028324813,631549,2026-04-01,2026-04-30,R LA GLORIA BLNC 6PK,226.54,2   B,2.0,B,32.09,32.09,0.0,CONTAINS: 2B 750ML EA RANCHO LA GLORIA BLANCO/REPOADO/ANEJO
12030,2026-04,5716840,5716742,850028324820,631550,2026-04-01,2026-04-30,R LA GLORIA REPO 6PK,226.54,2   B,2.0,B,36.09,36.09,0.0,CONTAINS: 2B 750ML EA RANCHO LA GLORIA BLANCO/REPOADO/ANEJO
12031,2026-04,5716940,5716742,850028324806,631548,2026-04-01,2026-04-30,R LA GLORIA ANEJO6PK,226.54,2   B,2.0,B,45.09,45.09,0.0,CONTAINS: 2B 750ML EA RANCHO LA GLORIA BLANCO/REPOADO/ANEJO
12032,2026-04,5782041,5782044,850048277021,640407,2026-04-01,2026-04-30,ROCCA BARB D'ALBA 22,354.0,6   B,6.0,B,21.33,16.7,97.98,CONTAINS: 6BTLS EA 750ML ROCCA BARB D'ALBA & ROCCA BAR  DOC
12033,2026-04,5782140,5782044,850048277007,640405,2026-04-01,2026-04-30,ROCCA BAROLO DOC 19,354.0,6   B,6.0,B,54.0,42.29,97.98,CONTAINS: 6BTLS EA 750ML ROCCA BARB D'ALBA & ROCCA BAR  DOC
12034,2026-04,5868124,5868147,30174091313,602332,2026-04-01,2026-04-30,FAR NIEN NV CAB226PW,900.0,1   B,1.0,B,199.0,128.03,498.92,CONTAINS: 1CS 750ML FAR NIENTE CAB SAUV & 1BT 1.5L CAB SAUV
12035,2026-04,5868149,5868147,30174091306,602332,2026-04-01,2026-04-30,FAR NIENT NV CAB23,900.0,1   C,1.0,C,99.99,64.33,498.92,CONTAINS: 1CS 750ML FAR NIENTE CAB SAUV & 1BT 1.5L CAB SAUV
12036,2026-04,5868244,5868247,850017337503,657576,2026-04-01,2026-04-30,POST & BEAM CAB SV22,700.0,1   C,1.0,C,39.09,21.56,568.96,"CONTAINS: 1CS 750ML EA POST & BEAM CAB SAUV, CHARD & PN"
12037,2026-04,5868345,5868247,850017337510,650327,2026-04-01,2026-04-30,POST & BEAM CH CAR23,700.0,1   C,1.0,C,33.33,18.38,568.96,"CONTAINS: 1CS 750ML EA POST & BEAM CAB SAUV, CHARD & PN"
12038,2026-04,5868540,5868247,850073385067,768690,2026-04-01,2026-04-30,POST & BEAM PN 24,700.0,1   C,1.0,C,33.33,18.38,568.96,"CONTAINS: 1CS 750ML EA POST & BEAM CAB SAUV, CHARD & PN"
12039,2026-04,5906140,5906142,94799120292,280170,2026-04-01,2026-04-30,COCKBRN TAWNY 10YR6P,180.0,3   B,3.0,B,31.0,22.68,66.0,CONTAINS: 3BTLS EA  750ML COCKBURN TAWNY 10YR AND TAWNY 20Y
12040,2026-04,5906340,5906142,94799120308,280171,2026-04-01,2026-04-30,COCKBRN TAWNY 20YR6P,180.0,3   B,3.0,B,51.0,37.31,66.0,CONTAINS: 3BTLS EA  750ML COCKBURN TAWNY 10YR AND TAWNY 20Y
12041,2026-04,5924840,5924841,816136021556,531883,2026-04-01,2026-04-30,ITALICUS 6P,209.99,6   B,6.0,B,32.09,27.3,36.82,CONTAINS: 6BTS 750ML ITALICUS & 3BTS 375ML
12042,2026-04,5924860,5924841,80432003206,716886,2026-04-01,2026-04-30,ITALICUS 12P,209.99,3   B,3.0,B,18.09,15.39,36.82,CONTAINS: 6BTS 750ML ITALICUS & 3BTS 375ML
12043,2026-04,5983380,5983382,80686011651,767237,2026-04-01,2026-04-30,-196 LEMON TALL,212.0,2   C,2.0,C,4.17,2.94,88.0,"CONTAINS: 2C 700ML EA -196 LMN, STRWBRY, STRWBRY PINE TALL"
12044,2026-04,5983480,5983382,80686014423,731579,2026-04-01,2026-04-30,-196 STRAWBERRY TALL,212.0,2   C,2.0,C,4.17,2.94,88.0,"CONTAINS: 2C 700ML EA -196 LMN, STRWBRY, STRWBRY PINE TALL"
12045,2026-04,5983980,5983382,80686014430,742952,2026-04-01,2026-04-30,-196 STRB PINE TALL,212.0,2   C,2.0,C,4.17,2.94,88.0,"CONTAINS: 2C 700ML EA -196 LMN, STRWBRY, STRWBRY PINE TALL"
12046,2026-04,5195154,6222152,739958014509,667882,2026-04-01,2026-04-30,COPPOLA DMD P NOIR23,124.08,4   B,4.0,B,13.09,10.33,33.0,"CONTAINS: 4BTLS-750ML EACH CABERNET,PINOT NOIR & MERLOT 12P"
12047,2026-04,6222142,6222152,739958064801,667805,2026-04-01,2026-04-30,COPPOLA DMD CAB SV23,124.08,4   B,4.0,B,13.09,10.33,33.0,"CONTAINS: 4BTLS-750ML EACH CABERNET,PINOT NOIR & MERLOT 12P"
12048,2026-04,9472046,6222152,739958974100,667962,2026-04-01,2026-04-30,COPPOLA DMD MER 23,124.08,4   B,4.0,B,13.09,10.33,33.0,"CONTAINS: 4BTLS-750ML EACH CABERNET,PINOT NOIR & MERLOT 12P"
12049,2026-04,5196640,6222541,82242018067,664772,2026-04-01,2026-04-30,COPPOLA DMD VIB PG23,103.08,3   B,3.0,B,11.09,8.4,33.0,"CONTAINS: 3BTL-750M EA ,SHIMMER,PROSECCO,VIBRAN SB & PG 12P"
