id,invoice_id,line_no,raw_description,raw_upc,qty,unit_price,line_total,item_id,item_upc,item_description,match_method,match_score,cost_delta_pct,notes,translated_qty
475,39,1,200ML BARTON VODKA 80,111510,4.0,1.49,286.08,13231,8066047208,BARTON VODKA 200ML,cost+desc,1.0,0.0,,
476,39,2,375ML CROWN ROYAL,54020,2.0,12.19,585.12,613,877600,CROWN ROYAL 375ML,desc,0.859,0.0,,
477,39,3,375ML CROWN ROYAL REGAL APPLE,85720,1.0,12.19,292.56,13469,8200077155,CROWN ROYAL APPLE 375ML,desc,0.742,0.0,,
478,39,4,375ML CROWN ROYAL VANILLA,50920,1.0,12.19,292.56,16232,8200077658,CROWN ROYAL VANILLA 375ML,desc,0.904,0.0,,
479,39,5,50ML CROWN ROYAL 6PK,54000,1.0,8.94,89.4,5197,8719902,CROWN ROYAL 50ML,desc,0.717,499.9999999999999,,
480,39,6,200ML JOHN WALKER GOLD RESERVE,11910,2.0,11.25,540.0,18847,826080,J WALKER GOLD 200 ML ,cost+desc,0.83,0.0,,
481,39,7,750ML 750 ML KETEL ONE VODKA 80,114740,5.0,18.99,1139.4,10484,8515651541,KETEL ONE VODKA 750ML,desc,0.662,0.0,,
482,39,8,50ML KETEL ONE VODKA 80 (PET) 12PK,114700,3.0,15.96,478.8,3795,8515640495,KETEL ONE VODKA 50ML,desc,0.652,1100.0,,
483,39,9,375ML SVEDKA VODKA (PET),117120,5.0,3.57,427.7,4848,617768113752,SVEDKA VODKA 80 375ML,cost+desc,1.0,0.2808988764044884,,
484,39,10,375ML BARTON VODKA 80,111520,0.0,,0.0,13232,8066047207,BARTON VODKA 375ML,desc,0.717,,,
485,39,11,1.75LT BARTON VODKA 80,111560,0.0,,0.0,7008,8066047261,BARTON VODKA 1.75L,desc,0.71,,,
486,39,12,50ML CROWN ROYAL BLACKBERRY 6PK,72200,0.0,,0.0,,,,none,0.0,,,
487,39,13,50ML CROWN ROYAL REGAL APPLE 6PK,85700,0.0,,0.0,14642,824580,CROWN ROYAL APPLE  50ML,desc,0.662,,,
488,39,14,50ML JOHN WALKER BLACK (PET) 12PK,68900,0.0,,0.0,10886,891110,J WALKER BLACK 50ML,desc,0.591,,,
489,40,1,750ML ESPOLON BLANCO TEQUILA,232770,6.0,29.09,2094.48,19183,2105970750,ESPOLON TEQUILA BLANCO 750ML,cost+desc,1.0,0.0,,
490,40,2,750ML ESPOLON REPOSADO TEQUILA,232680,4.0,31.09,1492.32,21058,2105970751,ESPOLON TEQUILA REPOSADO 750ML,cost+desc,1.0,0.0,,
491,40,3,APR 1-26,TEQUILA,700009.0,0.0005142791021258298,360.0,,,,none,0.0,,,
492,41,1,50 ML BAILEYS C & C 80/20,1670190,1.0,26.6,26.6,,,,none,0.0,,,
493,41,2,50 ML BAILEYS C & C 80/20,1670190,3.0,26.6,79.80000000000001,,,,none,0.0,,,
494,41,3,50 ML BAILEYS IRISH 80/20,1669099,5.0,26.6,133.0,,,,none,0.0,,,
495,41,4,750ML BUCHAN PINE FIFA GL,0409442,3.0,28.493,85.479,,,,none,0.0,,,
496,41,5,200ML BUCHANAN 12YR 24/6,0409070,2.0,35.94,71.88,15485,8807618117,BUCHANANS 12YR SCOTCH 200ML,desc,0.595,499.9999999999999,,
497,41,6,1.75L DON JULIO REPOSADO3P,3850020,3.0,99.09162,297.27486,12245,7454500063,DON JULIO REPOSADO TEQ. 1.75L,cost+desc,0.812,0.0016348773841988289,,
498,41,7,50 ML J WALKER BLK 120/12,0443090,10.0,15.48,154.8,,,,none,0.0,,,
499,41,8,750ML MACALLAN SHY OAK 12Y,0460040,1.0,76.09,76.09,11755,8723610000,MACALLAN SHRY CASK 12YR 750ML,cost+desc,0.7340000000000001,0.0,,
500,41,9,CMB@ DON JULIO AST BLAN9P,3806023,1.0,376.06,376.06,23403,8807618894,DON JULIO BLANCO TEQ. GIFT,desc,0.477,734.0208471944999,,
501,42,1,50 ML BAILEYS C & C 80/20,1670190,1.0,26.6,106.4,,,,none,0.0,,,
502,42,2,50 ML BAILEYS C & C 80/20,1670190,3.0,26.6,319.2,,,,none,0.0,,,
503,42,3,50 ML BAILEYS IRISH 80/20,1669099,5.0,26.6,532.0,,,,none,0.0,,,
504,42,4,750ML BUCHAN PINE FIFA GL,0409442,3.0,28.493,512.82,,,,none,0.0,,,
505,42,5,200ML BUCHANAN 12YR 24/6,0409070,2.0,35.94,287.52,15485,8807618117,BUCHANANS 12YR SCOTCH 200ML,desc,0.595,499.9999999999999,,
506,42,6,1.75L DON JULIO REPOSADO3P,3850020,3.0,99.09162,891.81,12245,7454500063,DON JULIO REPOSADO TEQ. 1.75L,cost+desc,0.812,0.0016348773841988289,,
507,42,7,50 ML J WALKER BLK 120/12,0443090,10.0,15.48,8.0,,,,none,0.0,,,
508,42,8,750ML MACALLAN SHY OAK 12Y,0460040,1.0,76.09,913.08,11755,8723610000,MACALLAN SHRY CASK 12YR 750ML,cost+desc,0.7340000000000001,0.0,,
509,42,9,CMB@ DON JULIO AST BLAN9P,3806023,1.0,376.06,376.06,23403,8807618894,DON JULIO BLANCO TEQ. GIFT,desc,0.477,734.0208471944999,,
510,42,10,1.75L @@DON JULIO BLANCO 3P,3806020,1.0,375.0,375.0,12244,7454500062,DON JULIO BLANCO TEQ. 1.75L,desc,0.652,320.92266247614765,,
511,43,1,50 ML BAILEYS C & C 80/20,1670190,1.0,26.6,106.4,,,,none,0.0,,,
512,43,2,50 ML BAILEYS C & C 80/20,1670190,3.0,26.6,319.2,,,,none,0.0,,,
513,43,3,50 ML BAILEYS IRISH 80/20,1669099,5.0,26.6,532.0,,,,none,0.0,,,
514,43,4,750ML BUCHAN PINE FIFA GL,0409442,3.0,28.493,512.82,,,,none,0.0,,,
515,43,5,200ML BUCHANAN 12YR 24/6,0409070,2.0,35.94,287.52,15485,8807618117,BUCHANANS 12YR SCOTCH 200ML,desc,0.595,499.9999999999999,,
516,43,6,1.75L DON JULIO REPOSADO3P,3850020,3.0,99.09162,891.81,12245,7454500063,DON JULIO REPOSADO TEQ. 1.75L,cost+desc,0.812,0.0016348773841988289,,
517,43,7,50 ML J WALKER BLK 120/12,0443090,10.0,15.48,1548.0,,,,none,0.0,,,
518,43,8,750ML MACALLAN SHY OAK 12Y,0460040,1.0,76.09,913.08,11755,8723610000,MACALLAN SHRY CASK 12YR 750ML,cost+desc,0.7340000000000001,0.0,,
519,43,9,CMB@ DON JULIO AST BLAN9P,3806023,1.0,376.06,376.06,23403,8807618894,DON JULIO BLANCO TEQ. GIFT,desc,0.477,734.0208471944999,,
520,43,10,1.75L @@DON JULIO BLANCO 3P,3806020,1.0,375.0,375.0,12244,7454500062,DON JULIO BLANCO TEQ. 1.75L,desc,0.652,320.92266247614765,,
521,44,1,50 ML BAILEYS C & C 80/20,1670190,1.0,26.6,106.4,,,,none,0.0,,,
522,44,2,50 ML BAILEYS C & C 80/20,1670190,3.0,26.6,319.2,,,,none,0.0,,,
523,44,3,50 ML BAILEYS IRISH 80/20,1669099,5.0,26.6,532.0,,,,none,0.0,,,
524,44,4,750ML BUCHAN PINE FIFA GL,0409442,3.0,28.493,512.82,,,,none,0.0,,,
525,44,5,200ML BUCHANAN 12YR 24/6,0409070,2.0,35.94,287.52,15485,8807618117,BUCHANANS 12YR SCOTCH 200ML,desc,0.595,499.9999999999999,,
526,44,6,1.75L DON JULIO REPOSADO3P,3850020,3.0,99.09162,891.81,12245,7454500063,DON JULIO REPOSADO TEQ. 1.75L,cost+desc,0.812,0.0016348773841988289,,
527,44,7,50 ML J WALKER BLK 120/12,0443090,10.0,15.48,1548.0,,,,none,0.0,,,
528,44,8,750ML MACALLAN SHY OAK 12Y,0460040,1.0,76.09,913.08,11755,8723610000,MACALLAN SHRY CASK 12YR 750ML,cost+desc,0.7340000000000001,0.0,,
529,44,9,CMB@ DON JULIO AST BLAN9P,3806023,1.0,376.06,376.06,23403,8807618894,DON JULIO BLANCO TEQ. GIFT,desc,0.477,734.0208471944999,,
530,44,10,1.75L @@DON JULIO BLANCO 3P,3806020,1.0,1.75,1.75,12244,7454500062,DON JULIO BLANCO TEQ. 1.75L,desc,0.652,98.03569424177797,,
531,45,1,50 ML BAILEYS C & C 80/20,1670190,1.0,26.6,106.4,,,,none,0.0,,,
532,45,2,50 ML BAILEYS C & C 80/20,1670190,3.0,26.6,319.2,,,,none,0.0,,,
533,45,3,50 ML BAILEYS IRISH 80/20,1669099,5.0,26.6,532.0,,,,none,0.0,,,
534,45,4,750ML BUCHAN PINE FIFA GL,0409442,3.0,28.493,512.82,,,,none,0.0,,,
535,45,5,200ML BUCHANAN 12YR 24/6,0409070,2.0,35.94,287.52,15485,8807618117,BUCHANANS 12YR SCOTCH 200ML,desc,0.595,499.9999999999999,,
536,45,6,1.75L DON JULIO REPOSADO3P,3850020,3.0,99.09162,891.81,12245,7454500063,DON JULIO REPOSADO TEQ. 1.75L,cost+desc,0.812,0.0016348773841988289,,
537,45,7,50 ML J WALKER BLK 120/12,0443090,10.0,15.48,1548.0,,,,none,0.0,,,
538,45,8,750ML MACALLAN SHY OAK 12Y,0460040,1.0,76.09,913.08,11755,8723610000,MACALLAN SHRY CASK 12YR 750ML,cost+desc,0.7340000000000001,0.0,,
539,45,9,CMB@ DON JULIO AST BLAN9P,3806023,1.0,376.06,376.06,23403,8807618894,DON JULIO BLANCO TEQ. GIFT,desc,0.477,734.0208471944999,,
540,46,1,200ML BARTON VODKA 80,111510,4.0,1.49,286.08,13231,8066047208,BARTON VODKA 200ML,cost+desc,1.0,0.0,,
541,46,2,375ML CROWN ROYAL,54020,2.0,12.19,585.12,613,877600,CROWN ROYAL 375ML,desc,0.859,0.0,,
542,46,3,375ML CROWN ROYAL REGAL APPLE,85720,1.0,12.19,292.56,13469,8200077155,CROWN ROYAL APPLE 375ML,desc,0.742,0.0,,
543,46,4,375ML CROWN ROYAL VANILLA,50920,1.0,12.19,292.56,16232,8200077658,CROWN ROYAL VANILLA 375ML,desc,0.904,0.0,,
544,46,5,50ML CROWN ROYAL 6PK,54000,1.0,8.94,89.4,5197,8719902,CROWN ROYAL 50ML,desc,0.717,499.9999999999999,,
545,46,6,200ML JOHN WALKER GOLD RESERVE,11910,2.0,11.25,540.0,18847,826080,J WALKER GOLD 200 ML ,cost+desc,0.83,0.0,,
546,46,7,750ML 750 ML KETEL ONE VODKA 80,114740,5.0,18.99,1139.4,10484,8515651541,KETEL ONE VODKA 750ML,desc,0.662,0.0,,
547,46,8,50ML KETEL ONE VODKA 80 (PET) 12PK,114700,3.0,15.96,478.8,3795,8515640495,KETEL ONE VODKA 50ML,desc,0.652,1100.0,,
548,46,9,375ML SVEDKA VODKA (PET),117120,5.0,3.57,427.7,4848,617768113752,SVEDKA VODKA 80 375ML,cost+desc,1.0,0.2808988764044884,,
549,47,1,50 ML BAILEYS C & C 80/20,1670190,1.0,26.6,106.4,,,,none,0.0,,,
550,47,2,50 ML BAILEYS C & C 80/20,1670190,3.0,26.6,319.2,,,,none,0.0,,,
551,47,3,50 ML BAILEYS IRISH 80/20,1669099,5.0,26.6,532.0,,,,none,0.0,,,
552,47,4,750ML BUCHAN PINE FIFA GL,0409442,3.0,28.493,512.82,,,,none,0.0,,,
553,47,5,200ML BUCHANAN 12YR 24/6,0409070,2.0,35.94,287.52,15485,8807618117,BUCHANANS 12YR SCOTCH 200ML,desc,0.595,499.9999999999999,,
554,47,6,1.75L DON JULIO REPOSADO3P,3850020,3.0,99.09162,891.81,12245,7454500063,DON JULIO REPOSADO TEQ. 1.75L,cost+desc,0.812,0.0016348773841988289,,
555,47,7,50 ML J WALKER BLK 120/12,0443090,10.0,15.48,1548.0,,,,none,0.0,,,
556,47,8,750ML MACALLAN SHY OAK 12Y,0460040,1.0,76.09,913.08,11755,8723610000,MACALLAN SHRY CASK 12YR 750ML,cost+desc,0.7340000000000001,0.0,,
557,47,9,CMB@ DON JULIO AST BLAN9P,3806023,1.0,376.06,376.06,23403,8807618894,DON JULIO BLANCO TEQ. GIFT,desc,0.477,734.0208471944999,,
558,48,1,50 ML BAILEYS C & C 80/20,1670190,1.0,26.6,106.4,24932,8676770566,BAILEY  IRISH C & C 50ML,cost+desc,0.495,0.0,matched via per-bottle: $26.60 ÷ 20 = $1.33/bottle (catalog $1.33),
559,48,2,50 ML BAILEYS C & C 80/20,1670190,3.0,26.6,319.2,24932,8676770566,BAILEY  IRISH C & C 50ML,cost+desc,0.495,0.0,matched via per-bottle: $26.60 ÷ 20 = $1.33/bottle (catalog $1.33),
560,48,3,50 ML BAILEYS IRISH 80/20,1669099,5.0,26.6,532.0,13115,8676721012,BAILEY  IRISH 50ML,cost+desc,0.51,0.0,matched via per-bottle: $26.60 ÷ 20 = $1.33/bottle (catalog $1.33),
561,48,4,750ML BUCHAN PINE FIFA GL,0409442,3.0,28.493,512.82,,,,none,0.0,,,
562,48,5,200ML BUCHANAN 12YR 24/6,0409070,2.0,35.94,287.52,15485,8807618117,BUCHANANS 12YR SCOTCH 200ML,desc,0.595,499.9999999999999,,
563,48,6,1.75L DON JULIO REPOSADO3P,3850020,3.0,99.09162,891.81,12245,7454500063,DON JULIO REPOSADO TEQ. 1.75L,cost+desc,0.812,0.0016348773841988289,,
564,48,7,50 ML J WALKER BLK 120/12,0443090,10.0,15.48,1548.0,10886,891110,J WALKER BLACK 50ML,cost+desc,0.5566666666666666,0.0,matched via per-bottle: $15.48 ÷ 12 = $1.29/bottle (catalog $1.29),
565,48,8,750ML MACALLAN SHY OAK 12Y,0460040,1.0,76.09,913.08,11755,8723610000,MACALLAN SHRY CASK 12YR 750ML,cost+desc,0.7340000000000001,0.0,,
566,48,9,CMB@ DON JULIO AST BLAN9P,3806023,1.0,376.06,376.06,,,,none,0.0,,,
567,49,1,200ML BARTON VODKA 80,111510,4.0,1.49,286.08,13231,8066047208,BARTON VODKA 200ML,cost+desc,1.0,0.0,,
568,49,2,375ML CROWN ROYAL,54020,2.0,12.19,585.12,613,877600,CROWN ROYAL 375ML,desc,0.859,0.0,,
569,49,3,375ML CROWN ROYAL REGAL APPLE,85720,1.0,12.19,292.56,,,,none,0.0,,,
570,49,4,375ML CROWN ROYAL VANILLA,50920,1.0,12.19,292.56,16232,8200077658,CROWN ROYAL VANILLA 375ML,desc,0.904,0.0,,
571,49,5,50ML CROWN ROYAL 6PK,54000,1.0,8.94,89.4,5197,8719902,CROWN ROYAL 50ML,desc,0.717,499.9999999999999,,
572,49,6,200ML JOHN WALKER GOLD RESERVE,11910,2.0,11.25,540.0,18847,826080,J WALKER GOLD 200 ML ,cost+desc,0.83,0.0,,
573,49,7,750ML 750 ML KETEL ONE VODKA 80,114740,5.0,18.99,1139.4,10484,8515651541,KETEL ONE VODKA 750ML,desc,0.662,0.0,,
574,49,8,50ML KETEL ONE VODKA 80 (PET) 12PK,114700,3.0,15.96,478.8,3795,8515640495,KETEL ONE VODKA 50ML,desc,0.652,1100.0,,
575,49,9,375ML SVEDKA VODKA (PET),117120,5.0,3.57,427.7,4848,617768113752,SVEDKA VODKA 80 375ML,cost+desc,1.0,0.2808988764044884,,
576,50,1,50 ML BAILEYS C & C 80/20,1670190,1.0,26.6,106.4,24932,8676770566,BAILEY  IRISH C & C 50ML,cost+desc,0.495,0.0,matched via per-bottle: $26.60 ÷ 20 = $1.33/bottle (catalog $1.33),
577,50,2,50 ML BAILEYS C & C 80/20,1670190,3.0,26.6,319.2,24932,8676770566,BAILEY  IRISH C & C 50ML,cost+desc,0.495,0.0,matched via per-bottle: $26.60 ÷ 20 = $1.33/bottle (catalog $1.33),
578,50,3,50 ML BAILEYS IRISH 80/20,1669099,5.0,26.6,532.0,13115,8676721012,BAILEY  IRISH 50ML,cost+desc,0.51,0.0,matched via per-bottle: $26.60 ÷ 20 = $1.33/bottle (catalog $1.33),
579,50,4,750ML BUCHAN PINE FIFA GL,0409442,3.0,28.493,512.82,,,,none,0.0,,,
580,50,5,200ML BUCHANAN 12YR 24/6,0409070,2.0,35.94,287.52,15485,8807618117,BUCHANANS 12YR SCOTCH 200ML,desc,0.595,499.9999999999999,,
581,50,6,1.75L DON JULIO REPOSADO3P,3850020,3.0,99.09162,891.81,12245,7454500063,DON JULIO REPOSADO TEQ. 1.75L,cost+desc,0.812,0.0016348773841988289,,
582,50,7,50 ML J WALKER BLK 120/12,0443090,10.0,15.48,1548.0,10886,891110,J WALKER BLACK 50ML,cost+desc,0.5566666666666666,0.0,matched via per-bottle: $15.48 ÷ 12 = $1.29/bottle (catalog $1.29),
583,50,8,750ML MACALLAN SHY OAK 12Y,0460040,1.0,76.09,913.08,11755,8723610000,MACALLAN SHRY CASK 12YR 750ML,cost+desc,0.7340000000000001,0.0,,
584,50,9,CMB@ DON JULIO AST BLAN9P,3806023,1.0,376.06,376.06,,,,none,0.0,,,
585,51,1,50 ML BAILEYS C & C 80/20,1670190,1.0,26.6,106.4,24932,8676770566,BAILEY  IRISH C & C 50ML,cost+desc,0.495,0.0,matched via per-bottle: $26.60 ÷ 20 = $1.33/bottle (catalog $1.33),
586,51,2,50 ML BAILEYS C & C 80/20,1670190,3.0,26.6,319.2,24932,8676770566,BAILEY  IRISH C & C 50ML,cost+desc,0.495,0.0,matched via per-bottle: $26.60 ÷ 20 = $1.33/bottle (catalog $1.33),
587,51,3,50 ML BAILEYS IRISH 80/20,1669099,5.0,26.6,532.0,13115,8676721012,BAILEY  IRISH 50ML,cost+desc,0.51,0.0,matched via per-bottle: $26.60 ÷ 20 = $1.33/bottle (catalog $1.33),
588,51,4,750ML BUCHAN PINE FIFA GL,0409442,3.0,28.493,512.82,,,,none,0.0,,,
589,51,5,200ML BUCHANAN 12YR 24/6,0409070,2.0,35.94,287.52,15485,8807618117,BUCHANANS 12YR SCOTCH 200ML,desc,0.595,499.9999999999999,,
590,51,6,1.75L DON JULIO REPOSADO3P,3850020,3.0,99.09162,891.81,12245,7454500063,DON JULIO REPOSADO TEQ. 1.75L,cost+desc,0.812,0.0016348773841988289,,
591,51,7,50 ML J WALKER BLK 120/12,0443090,10.0,15.48,1548.0,10886,891110,J WALKER BLACK 50ML,cost+desc,0.5566666666666666,0.0,matched via per-bottle: $15.48 ÷ 12 = $1.29/bottle (catalog $1.29),
592,51,8,750ML MACALLAN SHY OAK 12Y,0460040,1.0,76.09,913.08,11755,8723610000,MACALLAN SHRY CASK 12YR 750ML,cost+desc,0.7340000000000001,0.0,,
593,51,9,CMB@ DON JULIO AST BLAN9P,3806023,1.0,376.06,376.06,,,,none,0.0,,,
594,52,1,200ML BARTON VODKA 80,111510,4.0,1.49,286.08,13231,8066047208,BARTON VODKA 200ML,cost+desc,1.0,0.0,,
595,52,2,375ML CROWN ROYAL,54020,2.0,12.19,585.12,613,877600,CROWN ROYAL 375ML,desc,0.859,0.0,,
596,52,3,375ML CROWN ROYAL REGAL APPLE,85720,1.0,12.19,292.56,,,,none,0.0,,,
597,52,4,375ML CROWN ROYAL VANILLA,50920,1.0,12.19,292.56,16232,8200077658,CROWN ROYAL VANILLA 375ML,desc,0.904,0.0,,
598,52,5,50ML CROWN ROYAL 6PK,54000,1.0,8.94,89.4,5197,8719902,CROWN ROYAL 50ML,desc,0.717,499.9999999999999,,
599,52,6,200ML JOHN WALKER GOLD RESERVE,11910,2.0,11.25,540.0,18847,826080,J WALKER GOLD 200 ML ,cost+desc,0.83,0.0,,
600,52,7,750ML 750 ML KETEL ONE VODKA 80,114740,5.0,18.99,1139.4,10484,8515651541,KETEL ONE VODKA 750ML,desc,0.662,0.0,,
601,52,8,50ML KETEL ONE VODKA 80 (PET) 12PK,114700,3.0,15.96,478.8,3795,8515640495,KETEL ONE VODKA 50ML,desc,0.652,1100.0,,
602,52,9,375ML SVEDKA VODKA (PET),117120,5.0,3.57,427.7,4848,617768113752,SVEDKA VODKA 80 375ML,cost+desc,1.0,0.2808988764044884,,
603,53,1,50 ML BAILEYS C & C 80/20,1670190,1.0,26.6,106.4,24932,8676770566,BAILEY  IRISH C & C 50ML,cost+desc,0.5616666666666666,0.0,matched via per-bottle: $26.60 ÷ 20 = $1.33/bottle (catalog $1.33),
604,53,2,50 ML BAILEYS C & C 80/20,1670190,3.0,26.6,319.2,24932,8676770566,BAILEY  IRISH C & C 50ML,cost+desc,0.5616666666666666,0.0,matched via per-bottle: $26.60 ÷ 20 = $1.33/bottle (catalog $1.33),
605,53,3,50 ML BAILEYS IRISH 80/20,1669099,5.0,26.6,532.0,13115,8676721012,BAILEY  IRISH 50ML,cost+desc,0.81,0.0,matched via per-bottle: $26.60 ÷ 20 = $1.33/bottle (catalog $1.33),
606,53,4,750ML BUCHAN PINE FIFA GL,0409442,3.0,28.493,512.82,25014,8807619118,BUCHANAN'S PINEAPPLE GIFT SET ,cost+desc,0.8233333333333334,0.01053001053001093,,
607,53,5,200ML BUCHANAN 12YR 24/6,0409070,2.0,35.94,287.52,15485,8807618117,BUCHANANS 12YR SCOTCH 200ML,desc,0.595,499.9999999999999,,
608,53,6,1.75L DON JULIO REPOSADO3P,3850020,3.0,99.09162,891.81,12245,7454500063,DON JULIO REPOSADO TEQ. 1.75L,cost+desc,0.812,0.0016348773841988289,,
609,53,7,50 ML J WALKER BLK 120/12,0443090,10.0,15.48,1548.0,10886,891110,J WALKER BLACK 50ML,cost+desc,0.5566666666666666,0.0,matched via per-bottle: $15.48 ÷ 12 = $1.29/bottle (catalog $1.29),
610,53,8,750ML MACALLAN SHY OAK 12Y,0460040,1.0,76.09,913.08,11755,8723610000,MACALLAN SHRY CASK 12YR 750ML,cost+desc,0.784,0.0,,
611,53,9,CMB@ DON JULIO AST BLAN9P,3806023,1.0,376.06,376.06,,,,none,0.0,,,
612,54,1,200ML BARTON VODKA 80,111510,4.0,1.49,286.08,13231,8066047208,BARTON VODKA 200ML,cost+desc,1.0,0.0,,
613,54,2,375ML CROWN ROYAL,54020,2.0,12.19,585.12,613,877600,CROWN ROYAL 375ML,desc,0.859,0.0,,
614,54,3,375ML CROWN ROYAL REGAL APPLE,85720,1.0,12.19,292.56,13469,8200077155,CROWN ROYAL APPLE 375ML,desc,0.742,0.0,,
615,54,4,375ML CROWN ROYAL VANILLA,50920,1.0,12.19,292.56,16232,8200077658,CROWN ROYAL VANILLA 375ML,desc,0.904,0.0,,
616,54,5,50ML CROWN ROYAL 6PK,54000,1.0,8.94,89.4,5197,8719902,CROWN ROYAL 50ML,desc,0.717,499.9999999999999,,
617,54,6,200ML JOHN WALKER GOLD RESERVE,11910,2.0,11.25,540.0,18847,826080,J WALKER GOLD 200 ML ,cost+desc,0.83,0.0,,
618,54,7,750ML 750 ML KETEL ONE VODKA 80,114740,5.0,18.99,1139.4,10484,8515651541,KETEL ONE VODKA 750ML,desc,0.662,0.0,,
619,54,8,50ML KETEL ONE VODKA 80 (PET) 12PK,114700,3.0,15.96,478.8,3795,8515640495,KETEL ONE VODKA 50ML,desc,0.652,1100.0,,
620,54,9,375ML SVEDKA VODKA (PET),117120,5.0,3.57,427.7,4848,617768113752,SVEDKA VODKA 80 375ML,cost+desc,1.0,0.2808988764044884,,
621,55,1,50 ML BAILEYS C & C 80/20,1670190,1.0,26.6,106.4,24932,8676770566,BAILEY  IRISH C & C 50ML,cost+desc,0.5616666666666666,0.0,matched via per-bottle: $26.60 ÷ 20 = $1.33/bottle (catalog $1.33),80.0
622,55,2,50 ML BAILEYS C & C 80/20,1670190,3.0,26.6,319.2,24932,8676770566,BAILEY  IRISH C & C 50ML,cost+desc,0.5616666666666666,0.0,matched via per-bottle: $26.60 ÷ 20 = $1.33/bottle (catalog $1.33),240.0
623,55,3,50 ML BAILEYS IRISH 80/20,1669099,5.0,26.6,532.0,13115,8676721012,BAILEY  IRISH 50ML,cost+desc,0.81,0.0,matched via per-bottle: $26.60 ÷ 20 = $1.33/bottle (catalog $1.33),400.0
624,55,4,750ML BUCHAN PINE FIFA GL,0409442,3.0,28.493,512.82,25014,8807619118,BUCHANAN'S PINEAPPLE GIFT SET ,cost+desc,0.8233333333333334,0.01053001053001093,,18.0
625,55,5,200ML BUCHANAN 12YR 24/6,0409070,2.0,35.94,287.52,15485,8807618117,BUCHANANS 12YR SCOTCH 200ML,desc,0.595,499.9999999999999,,48.0
626,55,6,1.75L DON JULIO REPOSADO3P,3850020,3.0,99.09162,891.81,12245,7454500063,DON JULIO REPOSADO TEQ. 1.75L,cost+desc,0.812,0.0016348773841988289,,9.0
627,55,7,50 ML J WALKER BLK 120/12,0443090,10.0,15.48,1548.0,10886,891110,J WALKER BLACK 50ML,cost+desc,0.5566666666666666,0.0,matched via per-bottle: $15.48 ÷ 12 = $1.29/bottle (catalog $1.29),1200.0
628,55,8,750ML MACALLAN SHY OAK 12Y,0460040,1.0,76.09,913.08,11755,8723610000,MACALLAN SHRY CASK 12YR 750ML,cost+desc,0.784,0.0,,12.0
629,55,9,CMB@ DON JULIO AST BLAN9P,3806023,1.0,376.06,376.06,,,,none,0.0,,,1.0
630,56,1,200ML BARTON VODKA 80,111510,4.0,1.49,286.08,13231,8066047208,BARTON VODKA 200ML,cost+desc,1.0,0.0,,192.0
631,56,2,375ML CROWN ROYAL,54020,2.0,12.19,585.12,613,877600,CROWN ROYAL 375ML,desc,0.859,0.0,,48.0
632,56,3,375ML CROWN ROYAL REGAL APPLE,85720,1.0,12.19,292.56,,,,none,0.0,,,24.0
633,56,4,375ML CROWN ROYAL VANILLA,50920,1.0,12.19,292.56,16232,8200077658,CROWN ROYAL VANILLA 375ML,desc,0.904,0.0,,24.0
634,56,5,50ML CROWN ROYAL 6PK,54000,1.0,8.94,89.4,5197,8719902,CROWN ROYAL 50ML,desc,0.717,499.9999999999999,,10.0
635,56,6,200ML JOHN WALKER GOLD RESERVE,11910,2.0,11.25,540.0,18847,826080,J WALKER GOLD 200 ML ,cost+desc,0.83,0.0,,48.0
636,56,7,750ML 750 ML KETEL ONE VODKA 80,114740,5.0,18.99,1139.4,10484,8515651541,KETEL ONE VODKA 750ML,desc,0.662,0.0,,60.0
637,56,8,50ML KETEL ONE VODKA 80 (PET) 12PK,114700,3.0,15.96,478.8,3795,8515640495,KETEL ONE VODKA 50ML,desc,0.652,1100.0,,30.0
638,56,9,375ML SVEDKA VODKA (PET),117120,5.0,3.57,427.7,4848,617768113752,SVEDKA VODKA 80 375ML,cost+desc,1.0,0.2808988764044884,,120.0
639,57,1,50 ML BAILEYS C & C 80/20,1670190,1.0,26.6,106.4,24932,8676770566,BAILEY  IRISH C & C 50ML,cost+desc,0.5616666666666666,0.0,matched via per-bottle: $26.60 ÷ 20 = $1.33/bottle (catalog $1.33),80.0
640,57,2,50 ML BAILEYS C & C 80/20,1670190,3.0,26.6,319.2,24932,8676770566,BAILEY  IRISH C & C 50ML,cost+desc,0.5616666666666666,0.0,matched via per-bottle: $26.60 ÷ 20 = $1.33/bottle (catalog $1.33),240.0
641,57,3,50 ML BAILEYS IRISH 80/20,1669099,5.0,26.6,532.0,13115,8676721012,BAILEY  IRISH 50ML,cost+desc,0.81,0.0,matched via per-bottle: $26.60 ÷ 20 = $1.33/bottle (catalog $1.33),400.0
642,57,4,750ML BUCHAN PINE FIFA GL,0409442,3.0,28.493,512.82,25014,8807619118,BUCHANAN'S PINEAPPLE GIFT SET ,cost+desc,0.8233333333333334,0.01053001053001093,,18.0
643,57,5,200ML BUCHANAN 12YR 24/6,0409070,2.0,35.94,287.52,15485,8807618117,BUCHANANS 12YR SCOTCH 200ML,desc,0.595,499.9999999999999,,48.0
644,57,6,1.75L DON JULIO REPOSADO3P,3850020,3.0,99.09162,891.81,12245,7454500063,DON JULIO REPOSADO TEQ. 1.75L,cost+desc,0.812,0.0016348773841988289,,9.0
